#{"t_start": 1765055502.0637794, "env_id": "None"}
r,l,t
-57618.98317,90,117.272293
106961.724388,90,117.373084
-3644.560425,90,117.471167
146000.272308,90,117.568558
193978.871816,90,117.668655
66560.474514,90,117.772615
46634.146062,90,117.876367
55977.687813,90,117.993718
-24352.272606,90,118.08688
-38408.683427,90,118.195803
23589.995019,90,118.288494
-90067.786491,90,118.398925
-34999.475594,90,118.493645
29789.34,90,118.595728
129226.923206,90,118.688205
-44988.739258,90,118.793666
54213.515324,90,118.89115
195270.811927,90,118.993775
-42443.024582,90,119.090244
-3026.705086,90,119.198954
3220.034645,90,119.299364
20898.551044,90,119.398896
1790.31699,90,119.497083
146294.9795,90,119.667031
-19166.972359,90,119.765415
136033.952536,90,119.870384
148129.776943,90,119.964351
102318.352955,90,120.06991
11559.666695,90,120.163526
13527.860954,90,120.265045
83753.239429,90,120.359866
63000.682915,90,120.465372
220531.867558,90,120.560029
252027.240387,90,120.667928
226640.0233,90,120.768583
-5665.897083,90,120.877318
25080.742325,90,120.97874
-17359.248116,90,121.082177
2946.867049,90,121.19085
73649.870079,90,121.296803
42342.616623,90,121.404135
139839.254953,90,121.50313
249737.297352,90,121.595615
144264.465693,90,121.724867
171276.130486,90,121.852306
199463.577976,90,121.989002
132439.469971,90,122.12087
-15626.205101,90,122.333597
91462.897232,90,122.458285
133213.836914,90,122.56571
133949.857983,90,122.907915
174701.607117,90,123.025633
-91222.457966,90,123.128688
12998.292236,90,123.236352
108701.702164,90,123.331031
123355.52063,90,123.446025
-77345.853275,90,123.553179
3078.765312,90,123.657104
109298.624699,90,123.757545
83116.823112,90,123.867244
-29495.883995,90,123.970847
61289.712078,90,124.08656
-10229.404083,90,124.179429
-144573.822399,90,124.281231
43033.464638,90,124.379547
-5950.887806,90,124.492591
124611.651398,90,124.592937
-38155.847786,90,124.695464
-20464.723208,90,124.797313
116609.701797,90,124.906252
31440.89749,90,125.010231
51244.789062,90,125.13496
185751.232216,90,125.232515
-20525.098091,90,125.339566
109376.007324,90,125.441201
4418.817902,90,125.557446
92528.50071,90,125.655993
195359.32896,90,125.815037
-9298.190876,90,125.932086
-75549.195816,90,126.041921
-59173.782026,90,126.154381
53520.674829,90,126.275899
-14069.876236,90,126.382417
52947.826683,90,126.49645
40382.564714,90,126.605283
230081.091129,90,126.714685
-96946.764366,90,126.819962
-19815.911964,90,126.953201
86885.804724,90,127.055123
-9381.796455,90,127.159364
148805.491428,90,127.269817
-25193.424423,90,127.392467
61990.580319,90,127.49127
46235.79985,90,127.595756
190284.448814,90,127.695776
213547.348381,90,127.802117
79118.330545,90,127.915667
45441.687449,90,128.020221
53613.138496,90,128.137644
11505.154514,90,128.304168
-90434.145309,90,128.41863
-22666.219093,90,128.539097
37142.50087,90,128.646271
-99667.450895,90,128.754084
-27864.532219,90,128.85648
285731.008095,90,128.974232
17324.254025,90,129.087313
71828.459053,90,129.200842
71737.186424,90,129.310738
7092.752991,90,129.42345
173318.037346,90,129.534539
268797.718948,90,129.651867
-94529.594933,90,129.755318
-66022.868034,90,129.871219
-94471.016186,90,129.974192
33495.004562,90,130.0848
-143918.569044,90,130.188594
105854.234421,90,130.296699
-66295.090164,90,130.395968
-16965.164131,90,130.500856
37656.995483,90,130.599974
-61776.268127,90,130.712933
-101501.840431,90,130.826
-78853.163742,90,131.003312
129760.729248,90,131.10617
-24473.051964,90,131.212935
260981.163757,90,131.316176
-33194.600796,90,131.433307
-132955.271996,90,131.542599
-98253.595879,90,131.657918
-79378.413776,90,131.751508
-11739.940002,90,131.87011
-31963.447998,90,131.966241
-155361.895859,90,132.066695
-36537.795601,90,132.169313
28006.75248,90,132.276736
-63919.291374,90,132.390967
-53842.226985,90,132.498913
-33300.364262,90,132.597971
-34672.27706,90,132.699437
147900.124786,90,132.793946
-118196.567642,90,132.921616
16030.157234,90,133.04233
8222.945896,90,133.162418
244997.593674,90,133.269119
-136568.602058,90,133.383701
74826.246979,90,133.549985
8822.461731,90,133.661515
-111321.632668,90,133.766031
323488.670319,90,133.875362
-11054.055626,90,133.987945
-138509.680723,90,134.102381
175071.816334,90,134.200719
-28947.456612,90,134.310988
192070.94265,90,134.40693
206946.162909,90,134.516697
-29875.211586,90,134.619977
-2086.437027,90,134.723125
-99438.078918,90,134.819749
194125.361859,90,134.920384
143956.181946,90,135.030771
70472.120578,90,135.301612
250552.275789,90,135.397936
94541.372009,90,135.512268
-59134.22868,90,135.650707
113840.376175,90,135.753043
-50291.127213,90,135.854777
41303.441586,90,135.966227
122311.60379,90,136.077797
183698.440849,90,136.20604
9460.115593,90,136.319106
112311.446445,90,136.433826
214355.283291,90,136.558762
201910.884548,90,136.787184
235305.191386,90,136.900398
86213.334219,90,137.027733
20545.023308,90,137.147591
16144.351616,90,137.268352
-28084.22002,90,137.375969
85616.429688,90,137.543497
207277.045353,90,137.676664
152893.02066,90,137.817237
93416.85548,90,137.947425
98477.486877,90,138.067261
9407.425686,90,138.179098
57297.489857,90,138.294526
-13208.422989,90,138.409232
59021.007908,90,138.530508
178964.096165,90,138.64792
-82723.196354,90,138.773171
-51706.645073,90,138.902692
64446.205313,90,139.039086
75358.921089,90,139.157262
-33067.471377,90,139.265344
-34692.177357,90,139.374863
-13744.562492,90,139.492702
-90349.750927,90,139.620936
17549.435181,90,139.747283
231321.444435,90,139.873279
244389.344864,90,140.092955
307381.914919,90,140.215818
39867.284714,90,140.344343
-38038.197838,90,140.453276
-97433.530544,90,140.576262
23534.821449,90,140.689552
-107488.965191,90,140.797779
-48538.862762,90,140.913826
74184.218262,90,141.039775
-45868.013718,90,141.150062
217236.149055,90,141.267598
-141513.386021,90,141.379083
66844.718678,90,141.515965
78919.450333,90,141.630781
8761.595619,90,141.758938
52462.136211,90,141.872082
87164.919965,90,142.004969
214294.827316,90,142.129372
52256.435507,90,142.247129
136947.353767,90,142.358344
158574.287216,90,142.470147
50858.51796,90,142.581106
69923.387691,90,142.691361
136864.360794,90,142.794735
275260.359808,90,142.930958
209876.888508,90,143.04191
-42456.691486,90,143.163152
328064.452286,90,143.276821
309469.228672,90,143.392862
302497.685898,90,143.493972
356883.547157,90,143.614624
9815.715706,90,143.723776
129941.335503,90,143.841506
170205.768642,90,143.956487
143379.766846,90,144.078203
29147.451848,90,144.182931
76765.302124,90,144.360586
-48565.058033,90,144.474471
-12830.914005,90,144.595183
23256.482376,90,144.701549
-28094.181068,90,144.825033
15594.932587,90,144.930122
-22890.836201,90,145.050358
13931.677917,90,145.167135
9621.483631,90,145.295808
2350.601456,90,145.400246
17952.273251,90,145.515145
17544.879486,90,145.629378
87658.868729,90,145.751492
281058.605867,90,145.858905
66246.160614,90,145.972998
163428.279373,90,146.082064
1097.03371,90,146.19495
48156.95303,90,146.29777
165640.171547,90,146.424904
279690.181473,90,146.539851
184179.12077,90,146.653387
38623.76136,90,146.761819
177133.94606,90,146.878649
-57296.401703,90,146.984878
263973.788013,90,147.109295
81516.953972,90,147.214774
158135.249855,90,147.328798
104791.956741,90,147.438839
74523.778809,90,147.570929
277501.190582,90,147.679897
122034.676327,90,147.797936
56870.096691,90,147.912196
41206.118187,90,148.035212
96156.341106,90,148.145406
-89175.960312,90,148.259775
179162.431236,90,148.374619
-37563.166342,90,148.49615
74972.501276,90,148.783698
-31566.679966,90,148.893578
58958.613857,90,148.998125
136089.784046,90,149.113001
132401.149445,90,149.228871
-14922.449806,90,149.34497
69096.771751,90,149.452645
197862.377838,90,149.569121
80931.515305,90,149.67784
31684.807831,90,149.799073
133345.163864,90,149.905371
100338.202087,90,150.020874
158884.311062,90,150.130815
46790.992218,90,150.249536
-44804.920242,90,150.362948
-13844.101858,90,150.476956
-66568.969788,90,150.583894
79020.537773,90,150.699646
-74150.217972,90,150.807946
-78704.770187,90,150.938144
54956.35408,90,151.039928
-38075.272243,90,151.158222
-37908.374105,90,151.266732
64395.689617,90,151.38125
92971.010872,90,151.489933
-20826.427567,90,151.609432
-12574.470833,90,151.722416
-120507.303762,90,151.828065
75013.251991,90,151.93382
139372.939535,90,152.053823
67003.926346,90,152.165013
73541.398605,90,152.279097
48447.031288,90,152.387108
-71544.8638,90,152.592435
-79644.634726,90,152.701337
235540.363068,90,152.826108
141626.353844,90,152.943187
98913.498085,90,153.067181
18743.383598,90,153.250139
76702.514633,90,153.366504
66345.232239,90,153.481135
-40923.735992,90,153.601126
-186904.998463,90,153.707161
-2118.983704,90,153.826555
132430.094471,90,153.93946
46023.690857,90,154.061345
275794.749023,90,154.174293
244521.630325,90,154.29297
218444.664764,90,154.402921
148076.669342,90,154.515217
126186.203781,90,154.622292
225279.101116,90,154.72875
-38615.620255,90,154.835434
193935.900787,90,154.958588
124858.436356,90,155.072913
125717.950233,90,155.189655
1870.778091,90,155.301091
163901.334755,90,155.411704
288800.633472,90,155.516834
96306.03862,90,155.63008
26031.255808,90,155.735296
-5454.951712,90,155.863466
-362.900482,90,155.973047
-152042.186466,90,156.093392
236697.49823,90,156.197202
62514.510437,90,156.312996
-83263.845245,90,156.422487
74388.514359,90,156.534639
169101.38943,90,156.641689
50250.374024,90,156.773369
-23174.17366,90,156.877291
121085.431297,90,156.996061
339314.575983,90,157.1046
131040.968994,90,157.218557
40758.560394,90,157.335249
-21070.82349,90,157.45672
-44518.128365,90,157.568017
-408.237717,90,157.688593
95502.69812,90,157.788842
-123318.764328,90,157.913551
-98572.571617,90,158.027944
-63455.287999,90,158.143971
-45988.21106,90,158.249387
-20348.919319,90,158.368611
19490.886986,90,158.474526
71215.377823,90,158.602834
95481.287258,90,158.713033
-33441.490738,90,158.82103
136242.14578,90,158.931643
-9964.155338,90,159.052011
260496.688545,90,159.157931
210407.947495,90,159.277016
57076.212433,90,159.393719
260804.550037,90,159.518026
117323.545696,90,159.626127
9473.524289,90,159.748937
-141817.126408,90,159.855952
39546.019331,90,159.967173
126216.757362,90,160.074693
11308.593431,90,160.196739
-144581.981428,90,160.303872
-7842.608425,90,160.427068
3148.073524,90,160.538959
141901.802521,90,160.655732
85810.097939,90,160.768397
247920.514896,90,160.889307
300793.566593,90,161.003372
13092.669441,90,161.116812
-20125.442261,90,161.223013
36922.68399,90,161.346102
-95889.19231,90,161.451213
-9163.07988,90,161.737108
-97390.602051,90,161.833415
81829.447116,90,161.939497
-8368.960129,90,162.049259
-51536.049446,90,162.170892
132510.70702,90,162.285126
252421.399391,90,162.446012
118395.73481,90,162.558115
27959.102596,90,162.680432
-59487.342697,90,162.797609
38947.075729,90,162.914108
125068.627728,90,163.022193
-6802.143188,90,163.149209
-37959.705252,90,163.256957
35598.115189,90,163.373526
-114171.741467,90,163.483466
-140918.096596,90,163.594875
107774.846077,90,163.704535
158849.433853,90,163.818385
135899.402283,90,163.93561
93405.57093,90,164.063712
62401.437782,90,164.165052
175367.475475,90,164.280492
36339.451004,90,164.389868
27569.289543,90,164.513282
154702.522228,90,164.62738
-13204.480289,90,164.734334
282872.365841,90,164.842857
367183.555969,90,164.965208
-23235.852695,90,165.082031
67413.453526,90,165.194424
13432.837581,90,165.299013
-43609.659931,90,165.415373
330538.039398,90,165.523487
13596.938942,90,165.630252
137848.454952,90,165.741491
243630.321449,90,165.863339
-23234.999481,90,165.977267
321553.3139,90,166.092654
86316.773888,90,166.195264
-89081.150146,90,166.309381
37664.826511,90,166.421137
-40962.581299,90,166.535697
-52955.141987,90,166.644524
-121601.628139,90,166.762413
-15702.833254,90,166.865848
30446.792759,90,166.975661
51100.945984,90,167.085269
298303.396935,90,167.206685
-62432.398331,90,167.321501
112235.118393,90,167.448076
-98489.617188,90,167.558255
-97090.32423,90,167.679726
-48568.889444,90,167.795513
-148792.72381,90,167.918145
-37327.621971,90,168.029498
24887.681537,90,168.143071
55542.778553,90,168.251626
-154527.228178,90,168.367835
-26612.505245,90,168.481505
-17416.879814,90,168.605901
-136210.581357,90,168.715112
-77919.407352,90,168.823234
-100768.76573,90,168.938655
-107385.919508,90,169.058658
89623.776978,90,169.160858
5302.175201,90,169.278315
-135999.652336,90,169.397629
-35374.872448,90,169.523145
-121896.960745,90,169.632773
2835.927607,90,169.751153
143932.272038,90,169.860389
-122860.176292,90,169.972279
22795.603958,90,170.079062
162047.898304,90,170.182709
224474.171146,90,170.285918
-109863.567001,90,170.412542
122533.924603,90,170.520448
4485.551476,90,170.632202
224135.839771,90,170.732767
-48283.295807,90,170.847483
-92401.961704,90,170.953065
15308.54937,90,171.068944
-6326.815622,90,171.187442
-45951.146001,90,171.323647
-29354.050632,90,171.458818
-45156.376728,90,171.590408
66987.391743,90,171.717777
95948.972256,90,171.842762
69577.607857,90,171.959545
239960.272434,90,172.147149
-34787.336006,90,172.267533
229983.109177,90,172.409796
21149.963236,90,172.520916
92247.489796,90,172.633456
25357.099384,90,172.745818
119064.715805,90,172.866167
-81401.448257,90,172.994405
-35467.146576,90,173.125876
-112967.960388,90,173.239635
18357.658638,90,173.369593
8180.534145,90,173.485594
121162.962982,90,173.606812
7308.679832,90,173.719993
-186310.173286,90,173.835868
65038.911953,90,173.9468
43543.972765,90,174.065321
102787.220308,90,174.173125
264878.690909,90,174.309307
35963.40852,90,174.445861
267186.374062,90,174.576891
327026.413692,90,174.857846
-26145.883284,90,174.972568
-84026.546608,90,175.075609
28900.627902,90,175.191824
-46578.293396,90,175.295043
-12943.670349,90,175.409914
68203.050377,90,175.522143
273015.493486,90,175.633205
58404.8428,90,175.735257
-45560.349197,90,175.847032
43007.191162,90,175.946624
118979.181458,90,176.083428
122574.328278,90,176.190023
36320.791233,90,176.368343
219680.252514,90,176.474231
-14867.799458,90,176.5859
234536.482595,90,176.694032
-27552.544258,90,176.816525
128215.276585,90,176.928447
87262.391602,90,177.055174
119208.153587,90,177.168905
84248.073166,90,177.283118
57195.483511,90,177.397622
120619.059006,90,177.519566
87323.32645,90,177.63763
46063.661288,90,177.757583
84374.507149,90,177.863081
62753.000204,90,178.002087
197434.363487,90,178.117166
-17938.231329,90,178.230409
-6385.567085,90,178.333622
88986.330538,90,178.444843
-33673.779922,90,178.548083
242062.425812,90,178.661372
-99533.129395,90,178.763544
81299.44821,90,178.88399
176528.776543,90,179.001265
22258.68581,90,179.116333
49286.645816,90,179.218741
185375.365101,90,179.328687
288598.557178,90,179.441166
219914.431774,90,179.559511
311571.003845,90,179.685973
-61142.772313,90,179.807316
114553.155991,90,179.915941
13953.984146,90,180.037844
-48040.004539,90,180.149127
-39614.569183,90,180.262754
-4598.159494,90,180.369145
-67180.740673,90,180.483365
31918.100456,90,180.585609
50185.057434,90,180.706089
-48482.112316,90,180.807494
45177.936157,90,180.927003
-156.564255,90,181.031739
15971.31086,90,181.142997
133623.383713,90,181.244932
120430.236214,90,181.363195
73210.634491,90,181.473789
94839.170525,90,181.604437
306850.851128,90,181.701861
-2225.376549,90,181.822455
-167176.650826,90,181.930623
115925.154327,90,182.040843
93110.682434,90,182.154761
13643.572972,90,182.269328
188133.347733,90,182.374877
-76726.713551,90,182.504035
-86398.020645,90,182.612895
97830.097561,90,182.725493
247394.056051,90,182.837504
114063.742283,90,182.957935
73435.880821,90,183.063963
128386.825523,90,183.182333
27333.722023,90,183.28837
13290.110147,90,183.413039
156806.511318,90,183.527027
38936.662384,90,183.64408
10984.132797,90,183.756879
-32503.520086,90,183.863918
158502.970268,90,183.971336
58375.431333,90,184.091212
6250.530339,90,184.202485
-58879.069237,90,184.329487
80477.095512,90,184.438341
17746.813635,90,184.554644
-65350.288864,90,184.660582
80890.920441,90,184.767687
229314.346554,90,184.869978
72853.80109,90,184.98096
71355.481655,90,185.08391
89156.088577,90,185.268106
165336.065254,90,185.377801
19594.409332,90,185.491384
-20824.354469,90,185.605849
-9349.750984,90,185.715824
-25264.005356,90,185.820034
2054.857384,90,185.936888
30750.71245,90,186.053365
-87945.483223,90,186.172086
302731.932945,90,186.276053
11287.891813,90,186.387554
75816.52504,90,186.494162
168241.22377,90,186.60806
-22277.44767,90,186.712416
152794.862615,90,186.83042
-841.977966,90,186.940306
65692.923798,90,187.064931
-67386.663818,90,187.170021
-50722.558914,90,187.285222
61369.872786,90,187.397277
